ingre_id,﻿ingre_name,ingre_unit,ingre_main,ingre_img
342,플레인요거트,개,0,
343,훈제오리,g,0,
344,잡곡밥,g,0,
345,꽃게,마리,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2543_000_1%2F20130718155737239_YBYY8YXTB.jpg%2F943_1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
346,쥬키니호박,개,0,
347,감자,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2543_000_1%2F20130718155448431_6WRIBH10D.jpg%2F169_1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
348,비엔나소세지,개,0,
349,닭다리살,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F1729_000_1%2F20121218173606524_CRK1JKF86.jpg%2Ffe43_87_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
350,물만두,줌,0,
351,잔멸치,숟가락,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180507871_CRRJJNTO5.jpg%2F452_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
352,고기볶음장,숟가락,0,
353,와사비진짜쫄면,봉,0,
354,XO교자,개,0,
355,바질가루,숟가락,0,
356,피클,숟가락,0,
357,떡국떡,종이컵,0,
358,백명란젓,개,0,
359,바지락살,g,0,
360,오이고추,g,0,
361,초대리,숟가락,0,
362,청피망,개,0,
363,홍피망,개,0,
364,쌀가루,적당량,1,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008175640062_ESA0IL0N8.jpg%2F195_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
365,모닝빵,개,0,
366,큐브치즈,봉지,0,
367,대게딱지장,개,0,
368,갈비통닭볶음면,개,0,
369,치즈,적당량,0,
370,멍게,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F5741_000_1%2F20191211120820444_GB4U7KWFB.jpg%2Ffe125_4132_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
371,매실절임,개,0,
372,배,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F5741_000_1%2F20190802105135741_T6TPM5IVJ.jpg%2Ffe125_2330_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
373,미니새송이버섯,종이컵,0,
374,허브솔트,약간,1,
375,검은깨,약간,1,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180430126_A9ZXNM1P0.jpg%2F433_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
376,호박씨,약간,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008175859428_4D1XR93XN.jpg%2F271_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
377,귤청,숟가락,0,
378,연유,숟가락,0,
379,카야잼,숟가락,0,
380,귤잼,숟가락,0,
381,넙치,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2543_000_1%2F20130718155814447_46XPF85N7.jpg%2F1077_1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
382,연어알,약간,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F1352_000_1%2F20120724154538852_TLUZMCXHP.jpg%2Ffe36_163_i21.jpg%3Ftype%3Dw450_fst%22&twidth=226&theight=226&opts=17
383,인스턴트원두커피,개,0,
384,귤칩,개,0,
385,카레라면,봉,0,
386,너구리라면,봉,0,
387,편의점우동,개,0,
388,편의점치킨꼬치,개,0,
389,날치알,숟가락,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008181031830_IY7QO3418.jpg%2F605_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
390,컵라면,개,0,
391,샘표가마솥방식사골육수,포,0,
392,손질바지락,종이컵,0,
393,장조림,캔,0,
394,장조림소스,숟가락,1,
395,짬뽕라면,개,0,
396,쌀국수,g,0,
397,알새우,g,0,
398,버섯,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2984_000_1%2F20140407160429054_VQ9SZ7U80.jpg%2Fi-215_1-1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
399,닭육수,종이컵,0,
400,양조간장,종이컵,1,
401,짜장라면,개,0,
402,불린미역,종이컵,0,
403,만두피,장,0,
404,불닭떡볶이,개,0,
405,닭살,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008175321925_O10T1UJIW.jpg%2F87_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
406,배음료,종이컵,0,
407,스팸버거빵,개,0,
408,냉동감자튀김,종이컵,0,
409,시리얼,종이컵,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F1767_000_1%2F20130118163721534_ZFLIVK4SS.jpg%2Ffe49_17_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
410,우동사리,인분,0,
411,어묵,장,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2644_000_4%2F20150326022558492_HTWIGC1UX.jpg%2F6d2e9ef0-e48c-47.jpg%3Ftype%3Dw450_fst_nce%22&twidth=226&theight=226&opts=17
412,초생강,g,0,
413,후리가케,숟가락,0,
414,코코넛,종이컵,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180857026_X99NNP7DA.jpg%2F563_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
415,편의점돈까스도시락,개,0,
416,편의점김치찌개,개,0,
417,족발,g,0,
418,핫초코,봉지,0,
419,무화과,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180334807_P8OE8EPED.jpg%2F406_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
420,배추김치,종이컵,0,
421,달걀프라이,개,0,
422,카라멜시럽,숟가락,0,
423,생크림카라멜소스,약간,0,
424,육개장칼국수,봉,0,
425,반숙달걀,개,0,
426,사리곰탕라면,개,0,
427,또띠아,장,0,
428,불닭소스,개,0,
429,3분함박스테이크,개,0,
430,노란파프리카,개,0,
431,초록파프리카,개,0,
432,새싹채소,줌,0,
433,당근채,개,0,
434,가지,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F0700_000_1%2F20110809154649730_FQ54612SG.jpg%2F297_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
435,치킨스톡,숟가락,0,
436,크림소스,종이컵,0,
437,연두순,숟가락,0,
438,호빵,개,0,
439,블랙올리브,개,0,
440,홍차티백,개,0,
441,아이스티가루,개,0,
442,쯔유,숟가락,0,
443,그린티라떼,봉지,0,
444,커피믹스,개,0,
445,전복,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F0700_000_1%2F20110809154651961_0SDFMH4D6.jpg%2F311_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
446,중국당면,g,0,
447,칵테일새우,줌,0,
448,동그랑땡,개,0,
449,골든그래놀라밀크바,개,0,
450,어린잎채소,줌,0,
451,오징어젓갈,숟가락,0,
452,발사믹드레싱,약간,1,
453,카놀라유,숟가락,1,
454,메밀건면,인분,0,
455,육우,g,0,
456,떡볶이떡,개,0,
457,자색고구마,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008175442457_BMGJYB37C.jpg%2F131_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
458,골든그래놀라,종이컵,0,
459,민트,약간,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180549471_RMZYBJ2HA.jpg%2F470_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
460,미니초코칩쿠키,봉지,0,
461,가자미살,g,0,
462,멸치,줌,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180506875_YQAAQLNYF.jpg%2F451_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
463,브라우니,조각,0,
464,오레오,개,0,
465,휘핑크림,취향껏,0,
466,자두,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008175606288_5GNHRRWO6.jpg%2F176_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
467,키위,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F5741_000_1%2F20190814182005823_G5L7XRTEO.jpg%2Ffe125_2776_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
468,블루베리,종이컵,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3041_000_1%2F20140520151412395_9RD25XNZB.jpg%2Fgnu84_t.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
469,파슬리,약간,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2543_000_1%2F20130718161509888_MEGHEYWNS.jpg%2F6226_1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
470,냉면육수,팩,0,
471,메이플시럽,숟가락,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008182024431_HNT8Y3WXL.jpg%2F1170_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
472,미니단호박,개,0,
473,생면,인분,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008181609042_CNNR10P7I.jpg%2F768_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
474,땅콩버터,숟가락,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008181809640_LJAVJAIPG.jpg%2F829_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
475,쌈장,약간,1,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008181918710_QNXFGH38S.jpg%2F861_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
476,소라,마리,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2984_000_1%2F20140407160227850_Y3CLGQX99.jpg%2Fi-187_2-1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
477,월계수잎,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008181354456_HDQWPNKKZ.jpg%2F701_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
478,콩국수라면,봉,0,
479,겨자,약간,1,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F1005_000_1%2F20120321172245849_EYXH23GXY.jpg%2Ffe25_0025_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
480,블랙커피,g,0,
481,차가운물,종이컵,1,
482,코코아파우더,약간,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F1005_000_1%2F20120614170454065_K9MVL24DO.jpg%2Ffe32_0010_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
483,도토리묵,g,0,
484,오이채,개,0,
485,냉동만두,개,0,
486,코코넛밀크,종이컵,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180858810_TNY6DKVLJ.jpg%2F564_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
487,케일,장,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2543_000_1%2F20130718161401841_NB6LXVKSS.jpg%2F5819_1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
488,코코넛워터,종이컵,0,
489,자몽,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180439638_Y22L3Q4CZ.jpg%2F438_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
490,메밀국수,인분,0,
491,냉면사리,인분,0,
492,열무김치,g,0,
493,쌈무,장,0,
494,깨,약간,1,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180427115_WDS7SNNO8.jpg%2F431_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
495,열무김치국물,종이컵,0,
496,볶은땅콩,숟가락,0,
497,볶은깨,숟가락,0,
498,망고,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F5741_000_1%2F20190802181438104_OZYXMJGMF.jpg%2Ffe125_2037_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
499,양배추채,장,0,
500,반죽믹스,봉,0,
501,김치소스,봉,1,
502,초코펜,개,0,
503,식소다,약간,0,
504,다시다,숟가락,1,
505,사과식초,숟가락,1,
506,삼겹살,줄,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008174919162_BG17B8C2R.jpg%2F36_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
507,가쓰오부시육수,g,0,
508,오모리김치찌개,봉지,0,
509,비트,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008175706217_FADOC85V7.jpg%2F209_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
510,직화닭발,팩,0,
511,멍게젓갈,종이컵,0,
512,적채,장,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180116846_TC4VO9GDS.jpg%2F336_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
513,노른자지단,장,0,
514,오뚜기옛날들깨감자탕,팩,0,
515,오뚜기톡톡김치알밥,개,0,
516,쫄면사리,인분,0,
517,데친유부,장,0,
518,데친어묵,장,0,
519,컵떡볶이,개,0,
520,치킨꼬치,개,0,
521,우스타소스,숟가락,1,
522,콩가루,숟가락,1,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008181724998_5NZLWJU3Q.jpg%2F806_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
523,판어묵,장,0,
524,짜장불닭컵,개,0,
525,낙지,마리,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180331239_111MOCVSI.jpg%2F401_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
526,판젤라틴,장,0,
527,치커리,약간,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2984_000_1%2F20140407160333445_1C5MC174V.jpg%2Fi-204_3-1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
528,손질한달래,g,0,
529,부순깨,약간,1,
530,돈코츠라멘,봉,0,
531,생연어,g,0,
532,빠다코코낫,조각,0,
533,양갱,개,0,
534,콜라,종이컵,0,
535,순두부,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2543_000_1%2F20130718160405023_XJ8DBLDFS.jpg%2F3076_1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
536,튀긴돈까스,장,0,
537,돈까스소스,숟가락,1,
538,봄동,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008181248563_2OWEOQ3MS.jpg%2F670_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
539,분유,봉지,0,
540,밤,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2644_000_17%2F20190328181732518_AG7BWDK1I.jpg%2Feac3c538-f9a8-43.jpg%3Ftype%3Dw450_fst_nce%22&twidth=226&theight=226&opts=10
541,닭가슴살캔,캔,0,
542,동치미국물,종이컵,0,
543,동치미무,약간,0,
544,빠네빵,개,0,
545,적양배추,장,0,
546,참깨드레싱,숟가락,1,
547,오감자,봉지,0,
548,양배추속잎,g,0,
549,너겟,개,0,
550,포카칩,줌,0,
551,판초콜릿,개,0,
552,감자칩,봉지,0,
553,아삭이고추,개,0,
554,중새우,마리,0,
555,타르타르소스,숟가락,1,
556,신라면,개,0,
557,누룽지,개,0,
558,가마솥방식사골육수,포,0,
559,꿀호떡,개,0,
560,명란,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180020464_J3EK8W5WS.jpg%2F307_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
561,녹차티백,개,0,
562,액젓,숟가락,1,
563,찹쌀,스푼,1,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2984_000_1%2F20140407160637396_AEI0UUG08.jpg%2Fi-241_2-1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
564,배추겉잎,장,0,
565,찰떡아이스크림,개,0,
566,우엉절임,줄,0,
567,고추장아찌,개,0,
568,파르메산치즈가루,약간,0,
569,사골육수,컵,0,
570,베이글,개,0,
571,파,숟가락,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2543_000_1%2F20130718161507267_N22X1J48H.jpg%2F6206_1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
572,건다시마,장,0,
573,스테이크소스,숟가락,1,
574,안심,g,0,
575,포도즙,g,0,
576,요구르트,개,0,
577,오렌지,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008175613765_9O5D6LZHE.jpg%2F181_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
578,주황파프리카,개,0,
579,수박,쪽,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F1290_000_1%2F20120706185229903_UAE9VJ25V.jpg%2Fff2_37_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
580,냉동딸기,개,0,
581,닭고기안심,쪽,0,
582,통조림파인애플,개,0,
583,땅콩,약간,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F5741_000_1%2F20190321154630736_XZ3OQAYW1.jpg%2Ffe125_653_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
584,노른자,개,0,
585,치즈돈가스,장,0,
586,땅콩잼,숟가락,1,
587,액상간장소스,개,1,
588,감자수제비,g,0,
589,떡갈비,먹을만큼,0,
590,꼬막통조림,통,0,
591,비빔라면,개,0,
592,키위드레싱,숟가락,1,
593,국수,인분,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008175949218_0DBXGXDL4.jpg%2F293_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
594,크루통,숟가락,0,
595,크림치즈,숟가락,0,
596,시금치나물,g,0,
597,도라지나물,g,0,
598,고사리나물,g,0,
599,죠리퐁,컵,0,
600,전분가루,숟가락,1,
601,생수,컵,1,
602,꼬막,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180633689_RSR6WNI27.jpg%2F494_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
603,깍두기,컵,0,
604,깍두기국물,숟가락,0,
605,바질잎,장,0,
606,남은추석나물,컵,0,
607,다진피망,개,0,
608,인스턴트우동,인분,0,
609,녹차가루,숟가락,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008181943173_EZDBPTDNB.jpg%2F874_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
610,작게부순초콜릿(초코칩),약간,0,
611,닭,마리,0,
612,대추,알,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F5741_000_1%2F20190814181850659_4ZVWY2APL.jpg%2Ffe125_2748_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
613,인삼,뿌리,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F0753_000_1%2F20111024141326988_3MB5SL31Q.jpg%2Ffe9_42_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
614,은행,알,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2984_000_1%2F20140407160522655_BIHONOX3H.jpg%2Fi-226_4-1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
615,순대와내장,줌,0,
616,치자단무지,숟가락,0,
617,야채후레이크,숟가락,0,
618,훈제연어,팩,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008175828197_23YNBUVHZ.jpg%2F253_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
619,미림,숟가락,1,
620,가스오부시,조금,0,
621,오뎅,장,0,
622,야채,취향것,0,
623,녹말,숟가락,1,
624,김치볶음밥,적당량,0,
625,커피가루,숟가락,0,
